3483077	1	1	7839205	LL
3483077	1	7840015	19205462	CL
3483077	1	19205750	30427671	CC
3483077	2	1	5049920	CL
3483077	2	5050033	6787865	LL
3483077	2	6788063	18313360	CL
3483077	2	18313472	19698289	CC
3483077	3	1	5497055	LL
3483077	3	5497212	5498274	CL
3483077	3	5499565	17693753	LL
3483077	3	17694163	22024871	CL
3483077	3	22025161	23459830	CC
3483077	4	1	7769296	CL
3483077	4	7769371	18585056	CC
3483077	5	1	1291	CL
3483077	5	1886	5517745	CC
3483077	5	5524623	25980326	CL
3483077	5	25980661	26975502	LL
