3483095	1	1	6183270	LL
3483095	1	6183323	9197577	CL
3483095	1	9198263	12734859	LL
3483095	1	12734885	28678490	CL
3483095	1	28678743	30427671	LL
3483095	2	1	2323827	CC
3483095	2	2323853	13892779	CL
3483095	2	13892917	19698289	LL
3483095	3	1	9819590	CL
3483095	3	9819945	23459830	LL
3483095	4	1	412126	CL
3483095	4	412959	11390004	LL
3483095	4	11390102	14022071	CL
3483095	4	14022080	18585056	CC
3483095	5	1	10610748	CL
3483095	5	10611001	18077584	LL
3483095	5	18077796	25641662	CL
3483095	5	25642299	26975502	LL
