3482538	1	1	8319250	CL
3482538	1	8321457	9835290	LL
3482538	1	9835326	12248370	CL
3482538	1	12248745	12965602	CC
3482538	1	12966058	13433271	CL
3482538	1	13434838	30427671	CC
3482538	2	1	16449704	LL
3482538	2	16449786	18082780	CL
3482538	2	18083200	19057077	LL
3482538	2	19058137	19698289	CL
3482538	3	1	8407340	CL
3482538	3	8409667	18782957	LL
3482538	3	18783063	23459830	CL
3482538	4	1	18585056	CC
3482538	5	1	10497583	LL
3482538	5	10497616	13236269	CL
3482538	5	13237959	18045464	CC
3482538	5	18045887	26714373	CL
3482538	5	26714464	26975502	LL
