3483483	1	1	7084893	CL
3483483	1	7086349	20400795	LL
3483483	1	20403574	26647032	CL
3483483	1	26647778	30427671	LL
3483483	2	1	527966	LL
3483483	2	529875	2181177	CL
3483483	2	2181296	18458710	CC
3483483	2	18458995	19698289	CL
3483483	3	1	20913138	CL
3483483	3	20913576	21724220	CC
3483483	3	21724729	23459830	CL
3483483	4	1	17798645	LL
3483483	4	17799203	18585056	CL
3483483	5	1	3834877	CC
3483483	5	3836395	7109164	CL
3483483	5	7111616	13822087	LL
3483483	5	13822111	14065621	CL
3483483	5	14067592	26975502	CC
